index,value,name
11485,49.65032809972763,CSMD1
15794,47.60056059062481,MALAT1
18428,36.781998336315155,PCDH9
14031,28.36948984861374,PCDH15
10961,25.28459770977497,LHFPL3
15278,23.06251612305641,LRRC4C
3087,14.464227080345154,NRXN1
5211,12.966995254158974,PTPRG
4257,11.288783676922321,ERBB4
16229,10.77687780559063,GRIA4
6429,10.013381438329816,KCNIP4
11054,9.412131771445274,PTPRZ1
19140,8.43760772049427,NPAS3
6796,8.41275791078806,MAPK10
5695,7.52935054898262,TMEM108
20508,7.382047265768051,RORA
5497,7.3418909925967455,ZBTB20
27699,6.223700527101755,IL1RAPL1
27714,6.044180531054735,DMD
5988,5.785620573908091,NLGN1
28113,5.648094143718481,XIST
16859,5.609819546341896,SOX5
7209,5.459135117009282,MARCH1
7226,5.414053823798895,SPOCK3
21242,5.394662611186504,XYLT1
16106,5.34153959620744,GRM5
2059,5.2110630646348,TNR
228,5.17232456151396,KAZN
12943,4.936425196006894,NTRK2
19213,4.879756558686495,MDGA2
7185,4.816476341336966,GRIA2
3031,4.521741895005107,SLC8A1
4719,4.2368628811091185,KCNH8
16549,4.217667210847139,NTM
12536,4.165608214214444,NFIB
16551,3.90943406149745,OPCML
16078,3.84759012889117,DLG2
5426,3.8145802691578865,ALCAM
11636,3.7580059841275215,SGCZ
6114,3.631734099239111,LPP
5973,3.564830131828785,TNIK
7627,3.4202723875641823,ZSWIM6
17427,3.325873613357544,PPFIA2
12362,3.285667607560754,PTK2
7411,3.2531098779290915,CTNND2
5505,3.173473736271262,LSAMP
10703,3.1623179856687784,MAGI2
9718,3.0913315657526255,SLC35F1
998,3.019143357872963,NEGR1
7265,3.0074699986726046,GPM6A
6972,2.922203604131937,ANK2
21199,2.6303261145949364,SHISA9
11947,2.5980874663218856,NKAIN3
15182,2.5927572567015886,NAV2
23759,2.5243420312181115,DCC
7614,2.521529708057642,PDE4D
10024,2.417563993483782,QKI
15203,2.367674645036459,LUZP2
26479,2.3630821090191603,NCAM2
7145,2.3432543985545635,SH3D19
27128,2.319772026501596,SEZ6L
15264,2.1740111485123634,SLC1A2
17416,2.1424468979239464,PPP1R12A
11660,2.081605276092887,PSD3
15663,2.063528124243021,FTH1
809,2.023572027683258,SPATA6
19198,1.9817763585597277,LRFN5
3669,1.9247113279998302,DPP10
6135,1.918792859185487,FGF12
14066,1.9152557225897908,JMJD1C
4397,1.9126878678798676,DNER
2633,1.8589405445382,RGS7
17521,1.7816797592677176,ANKS1B
6809,1.7514320239424706,SPARCL1
17302,1.7259287242777646,FAM19A2
8683,1.7192776780575514,CDKAL1
3226,1.7045928621664643,ZNF638
25862,1.6437532976269722,CST3
6774,1.6282711066305637,SCD5
17412,1.6020754962228239,NAV3
17694,1.589231539517641,MED13L
7220,1.5802715457975864,CPE
18111,1.5553633822128177,N4BP2L2
16928,1.5265354914590716,SLC2A13
7789,1.5153586631640792,EDIL3
18125,1.4694532500579953,NBEA
13104,1.4600509610027075,LPPR1
28116,1.4238206557929516,FTX
5099,1.4138363916426897,DOCK3
334,1.4077866412699223,EIF4G3
7156,1.4047288969159126,TRIM2
14265,1.400324382353574,NRG3
12537,1.3891816921532154,ZDHHC21
1010,1.3771087042987347,SLC44A5
2156,1.3606318612582982,BRINP3
5265,1.350864777341485,FOXP1
7880,1.2862204620614648,FBXL17
14214,1.2526269033551216,KCNMA1
13766,1.2452322207391262,PIP4K2A
3855,1.2245122427120805,GALNT13
18676,1.224105877801776,FGF14
7092,1.207629312761128,RNF150
23201,1.1871673511341214,PITPNC1
10673,1.1693855663761497,HIP1
7099,1.16671172529459,GAB1
10998,1.1631108573637903,NRCAM
19283,1.1472431402653456,SAMD4A
20255,1.1463057091459632,MEIS2
10174,1.1453630020841956,PHF14
4572,1.1407935610041022,LRRN1
15118,1.1272636912763119,FAR1
23693,1.1164908111095428,RIT2
19119,1.0946663417853415,PRKD1
6542,1.0923053957521915,FRYL
4715,1.087476002983749,TBC1D5
9444,1.0810759905725718,COL9A1
6025,1.0744058978452813,SOX2-OT
6432,1.0663691377267241,PPARGC1A
7460,1.048661899752915,PDZD2
4131,1.038944904692471,RFTN2
6833,1.0335980504751205,CCSER1
18030,1.0323180370032787,CDK8
23821,1.0235811923630536,PHLPP1
13235,1.0066459872759879,ASTN2
23773,0.9900052417069674,TCF4
11429,0.9683180283755064,KMT2C
4985,0.9616909753531218,SETD2
26080,0.9608189128339291,ZHX3
123,0.9583369912579656,CAMTA1
5990,0.9577613677829504,NAALADL2
11208,0.9482993753626943,BRAF
7449,0.9463978954590857,CDH10
3911,0.9438429679721594,FIGN
11632,0.9306091303005815,DLC1
16180,0.9244168393779546,MAML2
15979,0.9116400871425867,FCHSD2
959,0.9045397415757179,PDE4B
7196,0.8865271899849176,RAPGEF2
15133,0.8840338541194797,SOX6
12491,0.8818974513560534,SLC1A1
17838,0.8813540237024426,TMEM132C
22450,0.8775616232305765,WSB1
11007,0.8770100548863411,DOCK4
132,0.8753213174641132,RERE
19607,0.8726027123630047,UNC79
14558,0.8715770002454519,SORCS1
18720,0.8699852367863059,MYO16
820,0.8668555971235037,FAF1
7307,0.8616573065519333,SORBS2
20189,0.8373244646936655,TJP1
7414,0.8283856264315546,TRIO
1024,0.8106499258428812,ZZZ3
18635,0.8046561498194933,DOCK9
4746,0.8033256349153817,THRB
4249,0.7990510384552181,UNC80
4068,0.7954249978065491,FAM171B
9719,0.7839115532115102,CEP85L
20371,0.7710769884288311,FRMD5
27231,0.7708807531744242,FBXO7
16189,0.7676345957443118,ARHGAP42
12527,0.7624903172254562,PTPRD
10350,0.7599501721560955,SEPT7
13744,0.7585324719548225,PLXDC2
26524,0.7418386035133153,GRIK1
23352,0.7409877711907029,TNRC6C
16318,0.7206081978511065,CADM1
4603,0.7191163152456284,SETD5
7932,0.7139948271214962,SEMA6A
18674,0.7137403301894665,NALCN
6835,0.7047425218624994,GRID2
28480,0.6997515736147761,TENM1
7075,0.699137918651104,ELF2
3991,0.6983813238330185,CHN1
1959,0.6909982971847057,DCAF6
6880,0.6802880628965795,PPP3CA
6844,0.6799657829105854,UNC5C
1744,0.6760171633213758,C1orf61
14276,0.6665011374279857,CCSER2
19139,0.6645315103232861,AKAP6
18235,0.6600809507071972,TSC22D1
22632,0.659980621188879,ACACA
3230,0.65648248558864,EXOC6B
21585,0.6528681623749435,CHD9
23498,0.6462903034407645,DLGAP1
18617,0.6453296914696693,MBNL2
2206,0.6406749822199345,CAMSAP2
905,0.6367563903331757,PPAP2B
5765,0.6270085610449314,ZBTB38
12911,0.6234210249967873,GNAQ
12333,0.6223384172189981,ASAP1
26307,0.6221415605396032,PHACTR3
18288,0.6202948493883014,ITM2B
23522,0.611000336240977,PTPRM
28406,0.6035338789224625,KLHL13
4184,0.6019735746085644,BMPR2
11005,0.60132005950436,IMMP2L
14555,0.5947775570675731,SORCS3
12192,0.591814449056983,UBR5
12189,0.5871595698408782,NCALD
10714,0.5863741510547698,CACNA2D1
10413,0.5804584808647633,HECW1
14495,0.5723331300541759,BTRC
23561,0.5691915764473379,LDLRAD4
8067,0.5670988489873707,SPOCK1
10395,0.5665116193704307,POU6F2
23623,0.5658806059509516,ZNF521
23131,0.5643611792474985,MED13
10609,0.5573118249885738,AUTS2
11982,0.555737029761076,ARFGEF1
6930,0.5433079805225134,SEC24B
7235,0.5391417518258095,CBR4
13779,0.5372049696743488,PRTFDC1
9974,0.5261614953633398,ARID1B
3987,0.5244271392002702,GPR155
3700,0.5237703914754093,CNTNAP5
988,0.5187556324526668,SRSF11
4560,0.5161485466815066,CHL1
13846,0.5147919412702322,EPC1
2015,0.5137171307578683,DNM3
14659,0.5106058986857533,ATE1
8303,0.507909388281405,GRIA1
11042,0.5076785429846495,CTTNBP2
9827,0.5018076756969094,SGK1
21772,0.49978550150990486,NFAT5
23697,0.49868876580148935,SETBP1
7232,0.4982721786946058,PALLD
5183,0.49632789194583893,CCDC66
10391,0.49613129161298275,AMPH
6973,0.49543197732418776,CAMK2D
3069,0.4928829986602068,CALM2
17533,0.49222480971366167,ANO4
4107,0.49142079846933484,TMEFF2
13146,0.48924565059132874,ZNF462
4288,0.4871977809816599,DIRC3
7554,0.4850171748548746,PARP8
3953,0.4821004425175488,UBR3
11194,0.48199410270899534,HIPK2
13196,0.4754077447578311,KIAA1958
4195,0.47431137412786484,ABI2
28613,0.4741038288921118,LINC00632
23624,0.4727409612387419,SS18
12917,0.4721556082367897,TLE4
9510,0.47034131176769733,IBTK
4450,0.46776306815445423,GIGYF2
2050,0.4658298073336482,RABGAP1L
18585,0.4646157294046134,GPC6
1555,0.4625730197876692,POGZ
18135,0.462050492875278,SPG20
17455,0.4548347871750593,ATP2B1
4755,0.4512950722128153,TOP2B
7121,0.45055332127958536,ZNF827
3025,0.449327162001282,SOS1
4154,0.4466967284679413,FAM126B
3111,0.44087523873895407,CCDC88A
17925,0.4375334596261382,PSPC1
10185,0.43467378430068493,DGKB
4247,0.434561088681221,MAP2
27595,0.43253987352363765,GPM6B
26013,0.4322805041447282,RBM39
8258,0.4305926160886884,CSNK1A1
26595,0.4295265609398484,OLIG2
7240,0.42441340209916234,CLCN3
16071,0.41654122434556484,RAB30
4420,0.41057552956044674,B3GNT7
25775,0.40982934419298545,MACROD2
7425,0.4091919814236462,FBXL7
14366,0.4008243614807725,EXOC6
5246,0.40021989680826664,SUCLG2
16212,0.3996252566576004,DYNC2H1
4009,0.3986194748431444,MTX2
2859,0.39732910227030516,ATAD2B
4415,0.39375773444771767,C2orf72
22564,0.3930558511056006,ZNF207
7754,0.38790173176676035,CMYA5
5877,0.38529595686122775,KCNAB1
19781,0.38464980386197567,HSP90AA1
20234,0.37793223839253187,GOLGA8A
14147,0.3754813829436898,PSAP
15047,0.3733876161277294,SYT9
16586,0.37231294671073556,CACNA1C
11944,0.3666917197406292,ASPH
16036,0.3661996442824602,C11orf30
16575,0.36571188690140843,ERC1
24358,0.36262785363942385,CACNA1A
4205,0.36086826492100954,INO80D
