index,value,name
10961,35.59184476733208,LHFPL3
18428,29.121159464120865,PCDH9
11485,27.778500378131866,CSMD1
15794,21.233641676604748,MALAT1
3087,20.16449636220932,NRXN1
14031,18.927793763577938,PCDH15
15278,14.959196537733078,LRRC4C
5505,11.674056313931942,LSAMP
4257,11.562903478741646,ERBB4
11054,9.365366622805595,PTPRZ1
16229,8.194134052842855,GRIA4
7411,7.003132790327072,CTNND2
19140,6.389169795438647,NPAS3
27714,6.170074090361595,DMD
5211,5.979800499975681,PTPRG
5497,5.795875687152147,ZBTB20
28113,5.782631233334541,XIST
23759,5.466874644160271,DCC
6796,5.186750218272209,MAPK10
12943,5.143612399697304,NTRK2
228,5.141630413942039,KAZN
11636,4.785906828939915,SGCZ
7226,4.701342385262251,SPOCK3
998,4.239340055733919,NEGR1
16549,4.180680256336927,NTM
2059,4.137969192117453,TNR
20508,4.029595611616969,RORA
21242,3.783194562420249,XYLT1
14066,3.6870711985975504,JMJD1C
6835,3.648304358124733,GRID2
27699,3.6264769043773413,IL1RAPL1
28116,3.6260921265929937,FTX
5426,3.5926869800314307,ALCAM
18676,3.433236195705831,FGF14
3855,3.4218018194660544,GALNT13
7627,3.241320217959583,ZSWIM6
27128,3.190624024719,SEZ6L
12362,3.0737114530056715,PTK2
7265,3.0374263655394316,GPM6A
6135,3.0117687406018376,FGF12
26479,2.974543223157525,NCAM2
7185,2.937356147915125,GRIA2
959,2.8692233292385936,PDE4B
16551,2.780076280236244,OPCML
5988,2.6994768604636192,NLGN1
4719,2.6859342642128468,KCNH8
17427,2.663542900234461,PPFIA2
6972,2.561230195686221,ANK2
6025,2.5262783262878656,SOX2-OT
10024,2.525760443881154,QKI
2633,2.5081980135291815,RGS7
16297,2.4868501108139753,NCAM1
7209,2.425719841849059,MARCH1
5695,2.424329251050949,TMEM108
6774,2.3420096887275577,SCD5
809,2.3190487576648593,SPATA6
12536,2.3102321326732635,NFIB
3669,2.295137858018279,DPP10
19198,2.2444854211062193,LRFN5
3031,2.142228259705007,SLC8A1
15264,2.135564432479441,SLC1A2
16106,2.123775151092559,GRM5
7460,2.104068805463612,PDZD2
15663,2.027852565050125,FTH1
17694,1.8986686039716005,MED13L
17416,1.8951250528916717,PPP1R12A
4703,1.8610748331993818,ANKRD28
23201,1.8471918925642967,PITPNC1
21199,1.8310679700225592,SHISA9
2156,1.8251962098293006,BRINP3
3226,1.8184430822730064,ZNF638
7880,1.818082571029663,FBXL17
11660,1.7819730350747705,PSD3
132,1.7709341365844011,RERE
10998,1.7661084635183215,NRCAM
10174,1.7396286018192768,PHF14
7414,1.702774810604751,TRIO
14214,1.6913807839155197,KCNMA1
16859,1.6515928572043777,SOX5
17302,1.6362134460359812,FAM19A2
6114,1.5979984272271395,LPP
25862,1.575225569307804,CST3
17521,1.5696658545639366,ANKS1B
7449,1.5523986462503672,CDH10
12527,1.5457202261313796,PTPRD
123,1.5050651328638196,CAMTA1
23821,1.490102557465434,PHLPP1
7220,1.4714798219501972,CPE
4397,1.4430983001366258,DNER
9406,1.404896263498813,DST
11947,1.3990697828121483,NKAIN3
6809,1.3751354366540909,SPARCL1
18111,1.33404391258955,N4BP2L2
13766,1.3139009103178978,PIP4K2A
14558,1.2920438591390848,SORCS1
7307,1.2742967903614044,SORBS2
15182,1.2455321522429585,NAV2
1010,1.2032199427485466,SLC44A5
1744,1.1544696623459458,C1orf61
820,1.1374296434223652,FAF1
5099,1.1335312435403466,DOCK3
18585,1.1274911360815167,GPC6
6844,1.1226216834038496,UNC5C
13235,1.1211953847669065,ASTN2
28480,1.0997098069638014,TENM1
11352,1.0961336153559387,CNTNAP2
10673,1.0906473081558943,HIP1
8683,1.0868995655328035,CDKAL1
6432,1.06822814559564,PPARGC1A
9444,1.0386925032362342,COL9A1
18125,1.0335742360912263,NBEA
13104,1.03280517924577,LPPR1
27231,1.0209526177495718,FBXO7
13744,1.0198312401771545,PLXDC2
11007,1.0175971118733287,DOCK4
3111,1.0142577858641744,CCDC88A
7425,1.0124621987342834,FBXL7
