index,value,name
18428,48.66413173824549,PCDH9
28301,42.422938857227564,PLP1
27699,32.806558701209724,IL1RAPL1
15794,29.885552401363384,MALAT1
28113,26.315577702596784,XIST
11895,17.18919441429898,ST18
7226,16.003649319987744,SPOCK3
6972,15.700937629677355,ANK2
15663,15.320783049799502,FTH1
7209,11.254661078099161,MARCH1
14078,11.095127240521833,CTNNA3
10703,10.02994666621089,MAGI2
19140,8.627065896056592,NPAS3
1048,7.700620880816132,TTLL7
959,7.588165604276583,PDE4B
9744,7.564858022145927,NKAIN2
7156,7.226701733656228,TRIM2
11007,7.033364556264132,DOCK4
16519,6.989625859074295,KIRREL3
4257,6.286345433676615,ERBB4
6025,6.255448680371046,SOX2-OT
27714,6.015579601749778,DMD
16325,5.910877375165001,SIK3
1022,5.870016023982316,AK5
16549,5.621986418962479,NTM
12527,5.404307629680261,PTPRD
4049,5.1679444164037704,PDE1A
22793,5.104160751681775,CNP
13744,4.964605027809739,PLXDC2
17430,4.593890124349855,TMTC2
17521,4.365808171918616,ANKS1B
3069,4.286674275062978,CALM2
5505,4.213728480041027,LSAMP
20189,3.875225710682571,TJP1
14052,3.781508237007074,ANK3
15118,3.7333147334866226,FAR1
7627,3.662366486620158,ZSWIM6
4107,3.5823224546620622,TMEFF2
13766,3.4854669651249424,PIP4K2A
5210,3.460697367787361,FHIT
18501,3.424504802795127,SLAIN1
18617,3.382980449590832,MBNL2
28444,3.381081157363951,LAMP2
4812,3.321524890139699,CLASP2
12563,3.160183968837373,SLC24A2
5988,3.1171711053466424,NLGN1
7185,2.954045361839235,GRIA2
14657,2.945912650320679,FGFR2
18111,2.9178735627792776,N4BP2L2
3563,2.8521425020880997,MAP4K4
5426,2.8331541588995606,ALCAM
4429,2.7292007394135,PTMA
3226,2.65349785448052,ZNF638
4131,2.6200216407887638,RFTN2
19781,2.583669843384996,HSP90AA1
2197,2.532511925790459,MIR181A1HG
12362,2.480900810332969,PTK2
24637,2.459437826415524,ZNF536
7789,2.4489750768989325,EDIL3
